Publication Date,Fiscal Year,Fundind Source Name,FPS Group,FPS Group Name,Agency Number,Agency Name,Revenue Category,Revenue Category Name,Revenue Class Code,Revenue Class Name,Budget Code,Revenue Source,Revenue Source Name,Revenue Structure Description,Adopted Budget Amount,Current Modified Budget Amount,Yr1_FY,Year 1 Revenue Amount,Year 2 Revenue Amount,Year 3 Revenue Amount,Year 4 Revenue Amount
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,216,JUSTICE,6802,04256,NATIONAL INSTITUTE OF JUSTICE RESEARCH,FY15 USING DNA TO IDENTIFY MISSING,0,67477,2018,67477,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,216,JUSTICE,6804,04256,NATIONAL INSTITUTE OF JUSTICE RESEARCH,EVALUATING MASSIVE PARALLEL SEQUENCING FOR MISSING PERSONS ID,0,474130,2018,474130,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,216,JUSTICE,6094,04256,NATIONAL INSTITUTE OF JUSTICE RESEARCH,2014 APPLIED RESEARCH ADVANCING MOLECULAR DIAGNOSTICS,0,55039,2018,55039,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8701,07966,NEW YORK NEW YORK PATH,MCKINNEY PATH,1085744,1085744,2018,1085744,1085744,1085744,1085744
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3850,15611,OCCUPATIONAL SAFETY AND HEALTH PROGRAM,WTC HEALTH REGISTRY PGM,7038252,7030065,2018,7030065,7030065,7030065,7030065
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,9860,15611,OCCUPATIONAL SAFETY AND HEALTH PROGRAM,IMPACT OF 9/11 ON YOUTH,55875,55875,2018,55875,55875,55875,55875
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,4860,15624,PPHF 2012 - Prevention and Public Health Fund,IMMUNIZATION COOP PPHF,5399537,5399537,2018,5399537,5399537,5399537,5399537
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8320,07976,PREVENTATIVE HEALTH SERVICES BLOCK GRANT,FY16 HEALTHY NEIGHBORHOODS-DEH,0,175676,2018,175676,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,8701,07943,Prevention and Treatment of Substance Abuse,PREVENTION AND TREATMENT OF SUBSTANCE ABUSE,12633678,14058281,2018,14058281,14058281,14058281,14058281
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3618,07959,RYAN WHITE HIV EMERGCY RELIEF,RYAN WHITE HIV EMERG'CY RELIEF,103214789,103249669,2018,103249669,98786948,98786948,98786948
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,6320,07998,SAFE MOTHERHOOD & INFANT HEALTH,PREGNANCY RISK ASSESSMENT,147377,147377,2018,147377,114080,114080,114080
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,7320,15613,SPECIAL PROJECTS OF NATIONAL SIGNIFICANCE,SPNS WORKFORCE INITIATIVE GRANT,298227,298227,2018,298227,298227,298227,298227
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,4880,15613,SPECIAL PROJECTS OF NATIONAL SIGNIFICANCE,SUCCEED PGM - SCALING UP CO-INFECTION CARE & ELIMINATING ETHNIC DISPARITIES,479858,564074,2018,564074,479858,479858,479858
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,7270,15613,SPECIAL PROJECTS OF NATIONAL SIGNIFICANCE,SPNS-CULTURALLY APPROPRIATE  INTERVENTIONS,298227,298227,2018,298227,298227,298227,298227
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,210,AGRICULTURE,6770,03008,State Admin Match Grants/ Supplemental Nutrition Assistance,EAT WELL PLAY HARD IN CHILD CARE SETTINGS,1832472,1838527,2018,1838527,1826657,1826657,1826657
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,210,AGRICULTURE,8120,13919,Summer Food Service Program for Children,SUMMER FEEDING SURVEILLANCE,89411,114708,2018,114708,134161,134161,134161
2017 11 21,2018,State Grants,40,Other - State Grants,003,Board of Elections,26,State Grants and Contracts-Categorical,400,OTHER,0207,30907,ELECTION FUNDING,VOTING ACCESS-DISABLED PEOPLE,0,942164,2018,942164,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3129,11957,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES,TANF - NURSE FAMILY PARTNERSHIP,1549124,1933694,2018,1933694,2900541,2900541,2900541
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3810,07923,TUBERCULOSIS CONTROL PROGRAM,TUBERCULOSIS CONTROL,4261898,4173381,2018,4173381,4261898,4261898,4261898
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,6805,04244,URBAN AREAS SECURITY INITIATIVE,FFY16 UASI  - OCME,607235,735254,2018,735254,130708,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,4480,04244,URBAN AREAS SECURITY INITIATIVE,FFY15 URBAN AREA SECURITY INITIATIVE,304175,989386,2018,989386,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,4490,04244,URBAN AREAS SECURITY INITIATIVE,FFY16 URBAN AREA SECURITY INITIATIVE,1722977,1910879,2018,1910879,451863,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,6198,04244,URBAN AREAS SECURITY INITIATIVE,FFY15 UASI  - OCME,213702,268530,2018,268530,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3770,07921,VENEREAL DISEASE CONTROL,STD SURVEILLANCE NETWORK,206270,258909,2018,258909,240765,240765,240765
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3270,07921,VENEREAL DISEASE CONTROL,EVALUATION OF STD PROGRAMS DEPLOYING DIS,109757,181531,2018,181531,132562,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,816,Department of Health and Mental Hygiene,25,Federal Grants and Contracts-Categorical,293,Health and Human Services,3710,07921,VENEREAL DISEASE CONTROL,VENEREAL DISEASE CONTROL,5353579,5379009,2018,5379009,5353579,5353579,5353579
2017 11 21,2018,Federal Grants,35,Other - Federal,858,Department of Information Technology and Telecommunications,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,3687,04244,URBAN AREAS SECURITY INITIATIVE,FFY16 UASI - INTEROPERABLE COMMUNICATIONS NETWORK,627000,1207000,2018,1207000,93000,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,858,Department of Information Technology and Telecommunications,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,3817,04244,URBAN AREAS SECURITY INITIATIVE,FY15 UASI CYBERSEC ENHANCEMENT EXTENSION,0,711153,2018,711153,62524,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,858,Department of Information Technology and Telecommunications,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,8107,04244,URBAN AREAS SECURITY INITIATIVE,FFY16 UASI GRANT TRACKING SYSTEM,289000,624399,2018,624399,237655,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,032,Department of Investigation,25,Federal Grants and Contracts-Categorical,221,TREASURY,3536,03204,Asset Forfeitures,ASSET FORFEITURE - TREASURY,0,223402,2018,223402,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,032,Department of Investigation,25,Federal Grants and Contracts-Categorical,216,JUSTICE,3537,04283,Equitable Sharing Program,ASSET FORFEITURE - DOJ,199325,7350067,2018,7350067,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,032,Department of Investigation,25,Federal Grants and Contracts-Categorical,216,JUSTICE,3539,04283,Equitable Sharing Program,ASSET FORFEITURE - PEACE OFFICER ACADEMY,0,1047596,2018,1047596,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,032,Department of Investigation,25,Federal Grants and Contracts-Categorical,216,JUSTICE,9002,04283,Equitable Sharing Program,NYPD IG ASSET FORFEITURE - DOJ,0,53173,2018,53173,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,032,Department of Investigation,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,3534,03278,FEMA DISASTER GRANTS - PUBLIC ASSISTANCE,INTEGRITY MONITOR - FEMA NYCHA,2596860,5071871,2018,5071871,2596860,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,210,AGRICULTURE,5310,03002,CHILD AND ADULT CARE FOOD PROGRAM,SNACK REIMBURSEMENT PROGRAM,0,14676,2018,14676,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,211,COMMERCE,E571,03051,Coastal Zone Management Administration Awards,NOAA MARINE DEBRIS REMOVAL,0,48986,2018,48986,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,5819,09400,Congressionally Mandated Projects,BRONX RIVER STORMWATER MANAGEMENT,0,818,2018,818,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,210,AGRICULTURE,5813,03005,COOPERATIVE FORESTRY ASSISTANCE,FT. TOTTEN LAB SHARE,0,117378,2018,117378,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,210,AGRICULTURE,5894,03005,COOPERATIVE FORESTRY ASSISTANCE,CWPP ERADICATION & RESTORATION PROJECT,0,178334,2018,178334,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,215,INTERIOR,5724,03139,Cultural Resources Management,"FORT TILDEN EAST & RIIS LANDING
ACCOMODATIONS",0,170050,2018,170050,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,E999,03300,FEMA Sandy A Debris Removal,FEMA SANDY A DEBRIS REMOVAL,0,978280,2018,978280,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,E999,03304,FEMA Sandy E Buildings and Equipment,FEMA SANDY E BUILDINGS AND EQUIPMENT,0,69410,2018,69410,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,E999,03306,"FEMA Sandy G Parks, Recreational Facilities, and Other Items","FEMA SANDY G PARKS, RECREATIONAL FACILITIES, AND OTHER ITEMS",0,27178,2018,27178,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,215,INTERIOR,E580,03138,Hurricane Sandy Disaster Relief - Coastal Resiliency Grants,SPRING CREEK PARK,0,180957,2018,180957,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,215,INTERIOR,E579,03138,Hurricane Sandy Disaster Relief - Coastal Resiliency Grants,CONEY ISLAND - BRIGHTON BEACH,0,141691,2018,141691,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,215,INTERIOR,E578,03138,Hurricane Sandy Disaster Relief - Coastal Resiliency Grants,TIBBETT'S BROOK RESTORATION HARLEM RIVER,0,93126,2018,93126,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,215,INTERIOR,E572,03138,Hurricane Sandy Disaster Relief - Coastal Resiliency Grants,SUNSET COVE SALT MARSH & MARITIME FOREST,0,412258,2018,412258,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,5769,09402,Long Island Sound Program,ALLEY CREEK SHORELINE & COASTAL FRST RST,0,150000,2018,150000,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,215,INTERIOR,5893,03136,National Resource Stewardship,NYC-NPS SIGNAGE FOR BEACHES,0,3528,2018,3528,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,220,TRANSPORTATION,5721,06908,RECREATIONAL TRAIL PROGRAM,GREENBELT TRAIL SUSTAINABILITY INITIATIVE,0,115714,2018,115714,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,5936,09390,URBAN WETLAND EVALUATION PROGRAM,"WETLAND RESTORATION, PROTECTION & MGMT",0,52204,2018,52204,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,5879,09390,URBAN WETLAND EVALUATION PROGRAM,RESTORE RESILIENT URBAN TIDAL WETLAND,0,3960,2018,3960,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,846,Department of Parks and Recreation,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,5935,09390,URBAN WETLAND EVALUATION PROGRAM,PROTECTION STRATEGIES FOR NYC WETLANDS,0,149996,2018,149996,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,781,Department of Probation,25,Federal Grants and Contracts-Categorical,216,JUSTICE,0431,04279,Second Chance Act Prisoners Reentry,PROJECT PACS,73507,427408,2018,427408,36000,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,860,Department of Records and Information Services,25,Federal Grants and Contracts-Categorical,245,ARTS AND THE HUMANITIES,1100,03805,PROMOTION OF THE HUMANITIES PRSV&ACCESS,NATIONAL ENDOWMENT/HUMANITIES,0,107215,2018,107215,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,Z043,09392,BROWNFIELD ASSESSMENT & CLEANUP COOP PGM,BROWNFIELD ASSESSMENT-RLF,0,354552,2018,354552,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,Z047,09392,BROWNFIELD ASSESSMENT & CLEANUP COOP PGM,FY14 BROWNFIELDS HAZARDOUS SUBSTANCES ASSESSMENT,0,128822,2018,128822,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,Z048,09392,BROWNFIELD ASSESSMENT & CLEANUP COOP PGM,FY14 BROWNFIELDS PETROLEUM ASSESSMENT,0,30505,2018,30505,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,Z053,09392,BROWNFIELD ASSESSMENT & CLEANUP COOP PGM,FY16 BROWNFIELDS PETROLEUM ASSESSMENT,0,165000,2018,165000,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,266,ENVIRONMENTAL PROTECTION,Z054,09392,BROWNFIELD ASSESSMENT & CLEANUP COOP PGM,FY16 BROWNFIELDS HAZARDOUS SUBSTANCES ASSESSMENT,0,165000,2018,165000,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,214,HOUSING AND URBAN DEVELOPMENT,B710,00934,CDBG-Disaster Recovery NY Rising,CDBG-DISASTER RECOVERY NY RISING,1612882,3045728,2018,3045728,1113063,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,214,HOUSING AND URBAN DEVELOPMENT,1711,01235,COMMUNITY DEVELOPMENT BLOCK GRANT,LMDC-PIER 42 EAST RIVER PARK DEMO DESIGN,0,6476490,2018,6476490,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,E999,03300,FEMA Sandy A Debris Removal,FEMA SANDY A DEBRIS REMOVAL,0,3423,2018,3423,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,E999,03301,FEMA Sandy B Emergency Protective Measures,FEMA SANDY B EMERGENCY PROTECTIVE MEASURES,0,92617,2018,92617,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,E999,03304,FEMA Sandy E Buildings and Equipment,FEMA SANDY E BUILDINGS AND EQUIPMENT,0,4293292,2018,4293292,0,0,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,E999,03305,FEMA Sandy F Utilities,FEMA SANDY F UTILITIES,634013,522494,2018,522494,634013,634012,0
2017 11 21,2018,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants and Contracts-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,E999,03306,"FEMA Sandy G Parks, Recreational Facilities, and Other Items","FEMA SANDY G PARKS, RECREATIONAL FACILITIES, AND OTHER ITEMS",743866,440325,2018,440325,743866,743865,0
